Name,Origin_Season,Origin_League,Origin_Team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Debut_Season,PL_Team,PL_Performance,Season_Control
Aaron Hickey,2021,ITA-Serie A,Bologna,0.0,0.0045732924272123806,0.005498906213294119,2223.0,Brentford,0.045965270684371805,2020
Aaron Ramsey,2223,FRA-Ligue 1,Nice,0.11385199240986718,0.17796564893178515,0.11854156570781227,2324.0,Burnley,0.0,2022
Abdoulaye Doucouré,1516,FRA-Ligue 1,Rennes,0.38338658146964855,0.1979144271939231,0.14449210498279658,1617.0,Watford,0.06671608598962195,2015
Abdul Rahman Baba,1415,GER-Bundesliga,Augsburg,0.13493253373313344,0.009910743742918726,0.11148363313424042,1516.0,Chelsea,0.08840864440078584,2014
Adam Masina,1718,ITA-Serie A,Bologna,0.03160112359550562,0.06474099576857799,0.05598947983313603,1819.0,Watford,0.08964143426294821,2017
Adama Diakhaby,1718,FRA-Ligue 1,Monaco,0.5294117647058824,0.2056390386732186,0.0956898746683317,1819.0,Huddersfield,0.0,2017
Adama Traoré,1415,FRA-Ligue 1,Lille,0.1749271137026239,0.07558956725995325,0.0709106849707424,1516.0,Aston Villa,0.5389221556886228,2014
Adama Traoré,1920,FRA-Ligue 1,Metz,0.43186180422264875,0.11762172350170173,0.19663885797082578,2021.0,Wolverhampton Wanderers,0.13688212927756654,2019
Ademola Lookman,1718,GER-Bundesliga,RasenBallsport Leipzig,1.2435233160621761,0.44733912756405964,0.4369497328147369,1819.0,Everton,0.31304347826086953,2017
Adrián,1415,ESP-La Liga,Elche,0.047021943573667714,0.1031936878677119,0.03885527550123142,1516.0,West Ham,0.0,2014
Adrián,1516,ESP-La Liga,Villarreal,0.9171974522292995,0.3556728930610001,0.18614165646255398,1617.0,West Ham,0.0,2015
Adrián,1617,ESP-La Liga,Villarreal,0.39823008849557523,0.29658394000303434,0.07432084497624794,1718.0,West Ham,0.0,2016
Adrián,1718,ESP-La Liga,Malaga,0.11543394613082515,0.1207295636431039,0.04654199700418728,1920.0,Liverpool,0.0,2017
Adrián,1920,ESP-La Liga,Osasuna,0.12203389830508474,0.14210849258480435,0.15104952035313948,2021.0,Liverpool,0.0,2019
Alberto Paloschi,1415,ITA-Serie A,Chievo,0.408781226343679,0.31211478025832246,0.07331328378407952,1516.0,Swansea,0.26666666666666666,2014
Aleksandar Dragovic,1617,GER-Bundesliga,Bayer Leverkusen,0.07171314741035857,0.026974061333325753,0.034552706086421865,1718.0,Leicester,0.0,2016
Alessandro Diamanti,1415,ITA-Serie A,Fiorentina,0.2643171806167401,0.31917243145635993,0.07279148431995366,1516.0,Watford,0.0,2014
Alex Telles,1516,ITA-Serie A,Inter,0.056962025316455694,0.019557032763627885,0.12214781954601595,2021.0,Manchester United,0.25862068965517243,2015
Alexander Isak,2021,ESP-La Liga,Real Sociedad,0.6781079949769778,0.5923804424331995,0.0693747529806004,2223.0,Newcastle United,0.6470588235294118,2020
Alexandre Lacazette,1617,FRA-Ligue 1,Lyon,1.1548013245033113,0.4974197141289563,0.24803273119217414,1718.0,Arsenal,0.7248322147651007,2016
Alfred N'Diaye,1516,ESP-La Liga,Real Betis,0.059800664451827246,0.07361272255274347,0.009793151343284652,1617.0,Hull,0.06998444790046655,2015
Alisson,1718,ITA-Serie A,Roma,0.0,0.0,0.00017244351171963784,1819.0,Liverpool,0.0,2017
Allan,1920,ITA-Serie A,Napoli,0.2097902097902098,0.03997895834068735,0.07326063758635021,2021.0,Everton,0.0,2019
Allan Saint-Maximin,1819,FRA-Ligue 1,Nice,0.2766393442622951,0.1823233118563219,0.2042275587226585,1920.0,Newcastle United,0.3322784810126582,2018
Andrea Ranocchia,1516,ITA-Serie A,Inter,0.0,0.05560240809311661,0.012613640251233176,1617.0,Hull,0.2706766917293233,2015
Andreas Christensen,1617,GER-Bundesliga,Borussia M.Gladbach,0.06467840459935321,0.05289238363911341,0.014527461327882796,1718.0,Chelsea,0.0,2016
Andreas Pereira,1718,ESP-La Liga,Valencia,0.33519553072625696,0.08012027125909675,0.1634639730500109,1819.0,Manchester United,0.30354131534569984,2017
Andreas Pereira,2021,ITA-Serie A,Lazio,0.5443548387096774,0.13923797827784815,0.2390841800426584,2223.0,Fulham,0.325497287522604,2020
Andriy Yarmolenko,1718,GER-Bundesliga,Borussia Dortmund,0.4314477468839885,0.4351871548183012,0.27586659196896385,1819.0,West Ham,0.39647577092511016,2017
André Ayew,1415,FRA-Ligue 1,Marseille,0.45112781954887216,0.3606001557992365,0.12012294619659282,1516.0,Swansea,0.4246713852376137,2014
André Gomes,1718,ESP-La Liga,Barcelona,0.0,0.10729591654879707,0.02329831517168453,1819.0,Everton,0.08995502248875561,2017
André Gomes,2223,FRA-Ligue 1,Lille,0.27658266748617083,0.057620491383719746,0.05537707711207624,2324.0,Everton,0.18907563025210083,2022
André Onana,2223,ITA-Serie A,Inter,0.0,0.0,0.0040817488916218255,2324.0,Manchester United,0.0,2022
André Schürrle,1718,GER-Bundesliga,Borussia Dortmund,0.3643724696356275,0.20776132880314163,0.2545364505426604,1819.0,Fulham,0.32335329341317365,2017
Angelo Ogbonna,1415,ITA-Serie A,Juventus,0.0,0.04785257262695641,0.006065510908137468,1516.0,West Ham,0.0,2014
Anssumane Fati,2223,ESP-La Liga,Barcelona,0.6706408345752608,0.7058608803020904,0.11366825643788063,2324.0,Brighton,0.39473684210526316,2022
Anthony Martial,1415,FRA-Ligue 1,Monaco,0.593732820230896,0.46135517705586204,0.11852374635206728,1516.0,Manchester United,0.5129179331306991,2014
Antonio Barragán,1516,ESP-La Liga,Valencia,0.0,0.0,0.018561657155905305,1617.0,Middlesbrough,0.0,2015
Antonio Barreca,1718,ITA-Serie A,Torino,0.0,0.003589546006969998,0.011132784130856974,1819.0,Newcastle United,0.0,2017
Antonio Rüdiger,1617,ITA-Serie A,Roma,0.08155867693701858,0.029552497727586287,0.03769245249774995,1718.0,Chelsea,0.11553273427471118,2016
Anwar El Ghazi,1718,FRA-Ligue 1,Lille,0.43902439024390244,0.23492088737306982,0.1689453250331032,1920.0,Aston Villa,0.345821325648415,2017
Arnaut Danjuma Groeneveld,2223,ESP-La Liga,Villarreal,0.37815126050420167,0.42712489573457163,0.06604090309506203,2324.0,Everton,0.15734265734265734,2022
Ashley Young,2021,ITA-Serie A,Inter,0.313588850174216,0.09567706953435617,0.13408279595474748,2223.0,Aston Villa,0.04403131115459882,2020
Axel Disasi,2223,FRA-Ligue 1,Monaco,0.1622108741363773,0.07157494357657544,0.029549869020785897,2324.0,Chelsea,0.06960556844547564,2022
Aymeric Laporte,1617,ESP-La Liga,Athletic Club,0.06282722513089005,0.06927033883387818,0.019188215078405686,1718.0,Manchester City,0.0,2016
Aymeric Laporte,1718,ESP-La Liga,Athletic Club,0.05263157894736842,0.03191423671025979,0.05461742611307847,1819.0,Manchester City,0.17652827721477607,2017
Bastian Schweinsteiger,1415,GER-Bundesliga,Bayern Munich,0.5951506245407788,0.14379587387125514,0.1467432088268583,1516.0,Manchester United,0.0750625521267723,2014
Benjamin Mendy,1617,FRA-Ligue 1,Monaco,0.2185526954832443,0.023970763027602867,0.1686077550209194,1718.0,Manchester City,0.25210084033613445,2016
Benoit Badiashile Mukinayi,2021,FRA-Ligue 1,Monaco,0.09394572025052192,0.08767701989712509,0.02368763983560753,2223.0,Chelsea,0.09988901220865705,2020
Benoit Badiashile Mukinayi,2223,FRA-Ligue 1,Monaco,0.21634615384615385,0.06039121300161172,0.05900863056572585,2324.0,Chelsea,0.06726457399103139,2022
Bernardo,1516,ESP-La Liga,Sporting Gijon,0.06736526946107785,0.06514059942951816,0.04824243218242051,1617.0,Middlesbrough,0.0,2015
Bernardo,1718,GER-Bundesliga,RasenBallsport Leipzig,0.1334321719792439,0.028463183778626017,0.043700817168819364,1819.0,Brighton,0.05172413793103449,2017
Bernardo,1819,ESP-La Liga,Girona,0.06588579795021962,0.05239494341271514,0.03167984827174798,1920.0,Brighton,0.0,2018
Bernardo,1920,ESP-La Liga,Espanyol,0.1193633952254642,0.10209116938990845,0.02586617507534571,2021.0,Brighton,0.0,2019
Bernardo Silva,1617,FRA-Ligue 1,Monaco,0.5408271474019088,0.18157963811845568,0.23568951203818664,1718.0,Manchester City,0.6,2016
Bernd Leno,1718,GER-Bundesliga,Bayer Leverkusen,0.0,0.0,0.004845196889205413,1819.0,Arsenal,0.0,2017
Bertrand Traoré,1920,FRA-Ligue 1,Lyon,0.28753993610223644,0.26465400241124937,0.2189494613944865,2021.0,Aston Villa,0.4953429297205758,2019
Beto,2223,ITA-Serie A,Udinese,0.4645706241201314,0.42630903060093056,0.12217800041152832,2324.0,Everton,0.30066815144766146,2022
Björn Engels,1819,FRA-Ligue 1,Reims,0.06060606060606061,0.033936228095130486,0.03479978193839391,1920.0,Aston Villa,0.06219765031098825,2018
Bojan,1617,GER-Bundesliga,Mainz 05,0.28526148969889065,0.1619781762739369,0.05342010638887644,1718.0,Stoke,0.0,2016
Borja Bastón,1516,ESP-La Liga,Eibar,0.7325581395348837,0.5690184138975171,0.09489057442649852,1617.0,Swansea,0.1711026615969582,2015
Borja Bastón,1819,ESP-La Liga,Alaves,0.3693570451436389,0.427038287119647,0.07865999496596701,1920.0,Aston Villa,0.0,2018
Boubacar Kamara,2021,FRA-Ligue 1,Marseille,0.061707233459033256,0.020300294446605992,0.05446251122268823,2223.0,Aston Villa,0.05027932960893854,2020
Boubakary Soumare,2021,FRA-Ligue 1,Lille,0.047046523784631464,0.0065034286299661,0.029292469060411643,2223.0,Leicester,0.0,2020
Bruno,1617,ESP-La Liga,Villarreal,0.21112600536193027,0.057468082444947055,0.04871878197451618,1718.0,Brighton,0.0,2016
Bruno,1718,ESP-La Liga,Getafe,0.0,0.012907195559819227,0.0690576805936871,1819.0,Brighton,0.07826086956521738,2017
Bruno Fernandes,1617,ITA-Serie A,Sampdoria,0.3629032258064516,0.29869928300994436,0.23213336248517313,1920.0,Manchester United,1.1147811725846408,2016
Bruno Guimarães,2021,FRA-Ligue 1,Lyon,0.20454545454545453,0.09104337981923229,0.10069553979503161,2223.0,Newcastle United,0.29326574945691525,2020
Bryan Gil Salvatierra,2021,ESP-La Liga,Eibar,0.27474923680767555,0.14194279123622416,0.18165779207835955,2223.0,Tottenham,0.6081081081081081,2020
Bryan Gil Salvatierra,2223,ESP-La Liga,Sevilla,0.3896103896103896,0.36119471769779915,0.07960710450764986,2324.0,Tottenham,0.0,2022
Cafú,1718,FRA-Ligue 1,Metz,0.0,0.07549355893769191,0.02078624671973321,2223.0,Nottingham Forest,0.0,2017
Caglar Söyüncü,1718,GER-Bundesliga,Freiburg,0.041821561338289966,0.037851085432815505,0.0,1819.0,Leicester,0.0,2017
Callum Hudson-Odoi,2223,GER-Bundesliga,Bayer Leverkusen,0.14754098360655737,0.023923460668960547,0.09181044702647162,2324.0,Nottingham Forest,0.43926247288503256,2022
Carlos Baleba,2223,FRA-Ligue 1,Lille,0.0,0.07807410771594099,0.010067810749878054,2324.0,Brighton,0.0,2022
Carlos Vinicius,1819,FRA-Ligue 1,Monaco,0.5476673427991886,0.5054955151967296,0.08625116180364065,2021.0,Tottenham,0.3,2018
Casemiro,2021,ESP-La Liga,Real Madrid,0.31013094417643,0.20748053573721506,0.0901175419165195,2223.0,Manchester United,0.29619181946403383,2020
Cengiz Ünder,1920,ITA-Serie A,Roma,0.3103448275862069,0.2651744350020228,0.2927291289228818,2021.0,Leicester,0.694980694980695,2019
Cheick Oumar Doucoure,2021,FRA-Ligue 1,Lens,0.1021566401816118,0.037353769130793385,0.038941657925436905,2223.0,Crystal Palace,0.09557522123893805,2020
Chicharito,1415,ESP-La Liga,Real Madrid,1.1660777385159011,0.49298310428594533,0.4209644300040424,1516.0,Manchester United,0.0,2014
Chicharito,1617,GER-Bundesliga,Bayer Leverkusen,0.695364238410596,0.5094624242887197,0.13173833449327987,1718.0,West Ham,0.47244094488188976,2016
Chimuanya Ugochukwu,2223,FRA-Ligue 1,Rennes,0.06766917293233082,0.07837187346155033,0.05731948980487379,2324.0,Chelsea,0.0,2022
Chris Richards,2021,GER-Bundesliga,Bayern Munich,0.17374517374517376,0.018932316668015186,0.07249468546468606,2223.0,Crystal Palace,0.0,2020
Christian Eriksen,2021,ITA-Serie A,Inter,0.19271948608137046,0.07586935158156864,0.1534401918751461,2223.0,Manchester United,0.3868194842406877,2020
Christian Fuchs,1415,GER-Bundesliga,Schalke 04,0.31523642732049034,0.04157828163818803,0.20617911269180408,1516.0,Leicester,0.13303769401330376,2014
Christian Pulisic,1819,GER-Bundesliga,Borussia Dortmund,0.7860262008733625,0.5067699839763636,0.29171379010587545,1920.0,Chelsea,0.6731875719217492,2018
Christopher Nkunku,2223,GER-Bundesliga,RasenBallsport Leipzig,0.9488666315234581,0.629092188150429,0.23261357593690335,2324.0,Chelsea,0.6490384615384616,2022
Claudio Bravo,1516,ESP-La Liga,Barcelona,0.0,0.0,0.0,1617.0,Manchester City,0.0,2015
Clement Lenglet,2021,ESP-La Liga,Barcelona,0.036334275333064193,0.08734887122933452,0.028869500176941235,2223.0,Tottenham,0.08827856792545366,2020
Clinton N'Jie,1415,FRA-Ligue 1,Lyon,0.8300395256916996,0.49655288468913833,0.19684325653338147,1516.0,Tottenham,0.5263157894736842,2014
Cristhian Stuani,1415,ESP-La Liga,Espanyol,0.621046578493387,0.4410613286124179,0.0440597145369918,1617.0,Middlesbrough,0.26296566837107377,2014
Cristian Romero,2021,ITA-Serie A,Atalanta,0.14106583072100315,0.04788990878444574,0.029751619435029346,2223.0,Tottenham,0.03802281368821293,2020
Cristiano Ronaldo,2021,ITA-Serie A,Juventus,1.0260064125400783,0.7614188412244863,0.12359013959452228,2223.0,Manchester United,0.17408123791102514,2020
Dango Ouattara,2223,FRA-Ligue 1,Lorient,0.6346153846153847,0.34606730418566334,0.22938533922514093,2324.0,Bournemouth,0.22499999999999998,2022
Dani Ceballos,1819,ESP-La Liga,Real Madrid,0.21686746987951808,0.16173167504280445,0.09069085403917783,1920.0,Arsenal,0.10452961672473868,2018
Danilo,1617,ITA-Serie A,Udinese,0.08426966292134831,0.03244734874120756,0.007282893194325183,1718.0,Manchester City,0.3363228699551569,2016
Danilo,1718,ITA-Serie A,Udinese,0.03233920229967661,0.033630245431127886,0.003264002154600992,1819.0,Manchester City,0.11166253101736973,2017
Danilo,2021,ITA-Serie A,Juventus,0.15400410677618068,0.05647336759124509,0.10514779194225643,2223.0,Nottingham Forest,0.45045045045045046,2020
Danilo,2223,ITA-Serie A,Juventus,0.17013232514177695,0.07064225748075711,0.08166944968121546,2324.0,Nottingham Forest,0.2001111728738188,2022
David Luiz,1516,FRA-Ligue 1,Paris Saint Germain,0.12943432406519656,0.060631933167562505,0.07526801307958016,1617.0,Chelsea,0.03041568097330179,2015
Davide Zappacosta,1617,ITA-Serie A,Torino,0.23166023166023167,0.03287298464608239,0.1962230182666346,1718.0,Chelsea,0.16483516483516483,2016
Dejan Kulusevski,2021,ITA-Serie A,Juventus,0.32863849765258213,0.15654494504973362,0.29736842522878604,2223.0,Tottenham,0.3820754716981132,2020
Denis Suárez,1718,ESP-La Liga,Barcelona,0.6228373702422145,0.3155562654459868,0.3322158551494555,1819.0,Arsenal,0.0,2017
Denis Zakaria,2021,GER-Bundesliga,Borussia M.Gladbach,0.12658227848101264,0.08868954297673853,0.06803857964239543,2223.0,Chelsea,0.0,2020
Dennis Praet,1819,ITA-Serie A,Sampdoria,0.1549053356282272,0.07131569415471947,0.13683312989630306,1920.0,Leicester,0.2402135231316726,2018
Didier Ndong,1516,FRA-Ligue 1,Lorient,0.08835078534031414,0.04711677007625825,0.030949044587451437,1617.0,Sunderland,0.03572846367606193,2015
Diego Carlos,2021,ESP-La Liga,Sevilla,0.032234957020057305,0.053358609277093225,0.02135788802361719,2223.0,Aston Villa,0.0,2020
Diego Llorente,1920,ESP-La Liga,Real Sociedad,0.07725321888412016,0.056341997783455215,0.016417952218440723,2021.0,Leeds,0.07450331125827814,2019
Diego Rico,1718,ESP-La Liga,Leganes,0.16150740242261105,0.05962920748700124,0.1450750861733069,1819.0,Bournemouth,0.0,2017
Dimitri Foulquier,1819,ESP-La Liga,Getafe,0.24779735682819384,0.0718978678988137,0.08301662621683224,1920.0,Watford,0.0,2018
Dimitri Payet,1415,FRA-Ligue 1,Marseille,0.6736088512853888,0.11953026792134518,0.386140579269854,1516.0,West Ham,0.733695652173913,2014
Diogo Dalot,2021,ITA-Serie A,AC Milan,0.16822429906542055,0.04293853688602135,0.08056245819082326,2223.0,Manchester United,0.12476894639556377,2020
Divock Origi,1415,FRA-Ligue 1,Lille,0.460679385760819,0.28734864564781526,0.14664233152972594,1516.0,Liverpool,0.8181818181818182,2014
Divock Origi,1718,GER-Bundesliga,Wolfsburg,0.36697247706422015,0.28878328689468014,0.049490660104319587,1819.0,Liverpool,1.0084033613445378,2017
Divock Origi,2223,ITA-Serie A,AC Milan,0.27522935779816515,0.3267334138444804,0.0939440853688695,2324.0,Nottingham Forest,0.1615798922800718,2022
Djibril Sidibe,1819,FRA-Ligue 1,Monaco,0.0872093023255814,0.04210600659229554,0.1523763454264723,1920.0,Everton,0.19933554817275748,2018
Dominik Szoboszlai,2223,GER-Bundesliga,RasenBallsport Leipzig,0.4754164973587972,0.16184312660415112,0.33925872858445705,2324.0,Liverpool,0.2107728337236534,2022
Douglas Luiz,1819,ESP-La Liga,Girona,0.0,0.06286421102104765,0.03605949060257637,1920.0,Aston Villa,0.17294388931591084,2018
Duje Caleta-Car,2021,FRA-Ligue 1,Marseille,0.0957107408720312,0.033363095002340665,0.04393975881318892,2223.0,Southampton,0.09503695881731784,2020
Edinson Cavani,1920,FRA-Ligue 1,Paris Saint Germain,0.7588532883642496,1.3013247220853932,0.16588174346928652,2021.0,Manchester United,0.8634686346863468,2019
Edouard Mendy,1920,FRA-Ligue 1,Rennes,0.0,0.0,0.0,2021.0,Chelsea,0.0,2019
Eliaquim Mangala,1617,ESP-La Liga,Valencia,0.06805293005671077,0.08970189615661571,0.0030417029476515053,1718.0,Everton,0.0,2016
Emerson,1617,ITA-Serie A,Roma,0.04575495678698526,0.02607457429723626,0.10877781209072367,1718.0,Chelsea,0.3249097472924188,2016
Emerson,1920,ESP-La Liga,Real Betis,0.28491030601477313,0.05770791198821124,0.17010543321141716,2021.0,Chelsea,0.0,2019
Emerson,2021,ESP-La Liga,Real Betis,0.15010006671114076,0.041966447963927934,0.09562597994949219,2223.0,Tottenham,0.15579919215233698,2020
Emil Krafth,1819,FRA-Ligue 1,Amiens,0.0605245460659045,0.020491102414121744,0.09173363470989102,1920.0,Newcastle United,0.087890625,2018
Emiliano Buendía,1516,ESP-La Liga,Getafe,0.12328767123287672,0.12827258699969074,0.030912658225183617,1920.0,Norwich,0.2924451665312754,2015
Emmanuel Dennis,2021,GER-Bundesliga,FC Cologne,0.19027484143763213,0.09433398287089632,0.14336553132496224,2223.0,Nottingham Forest,0.5106382978723405,2020
Enes Ünal,2223,ESP-La Liga,Getafe,0.5077995353468304,0.21353051237331708,0.10023802881729671,2324.0,Bournemouth,1.2720848056537102,2022
Eric Bailly,1516,ESP-La Liga,Villarreal,0.0,0.009988966416760345,0.025558611731508085,1617.0,Manchester United,0.0,2015
Eric Maxim Choupo-Moting,1617,GER-Bundesliga,Schalke 04,0.3730017761989343,0.23869809246296148,0.19325821625720546,1718.0,Stoke,0.39875941515285773,2016
Erik Durm,1617,GER-Bundesliga,Borussia Dortmund,0.18480492813141683,0.06567493908191424,0.16800576857304547,1819.0,Huddersfield,0.043923865300146414,2016
Erik Pieters,1819,FRA-Ligue 1,Amiens,0.14274385408406026,0.06924276670011191,0.04204650852654918,1920.0,Burnley,0.19148936170212766,2018
Erling Haaland,2021,GER-Bundesliga,Borussia Dortmund,1.2293046357615893,0.7661685391039347,0.1503271031014572,2223.0,Manchester City,1.4127720299678914,2020
Estupiñán,2021,ESP-La Liga,Villarreal,0.0,0.037297990321725316,0.14190188227811018,2223.0,Brighton,0.19948282231252307,2020
Ezequiel Schelotto,1415,ITA-Serie A,Chievo,0.0,0.1069151654609301,0.08000271509956108,1718.0,Brighton,0.0,2014
Fabian Schär,1718,ESP-La Liga,Deportivo La Coruna,0.16208914903196758,0.13002927288017205,0.029636939592535355,1819.0,Newcastle United,0.22421524663677128,2017
Fabinho,1718,FRA-Ligue 1,Monaco,0.29411764705882354,0.06265612565638388,0.12507361957036398,1819.0,Liverpool,0.1345962113659023,2017
