Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control,Pre_PL_Expected_GA,Finishing_Overperf,League_Quality_Score
Pablo Fornals,1819,ESP-La Liga,Villarreal,0.1810136765888978,0.1417884220648632,0.1956909974888626,West Ham,0.2876712328767123,0.2476439430418931,0.0400272898348192,2018,0.3374794195537258,-0.156465742964828,1.0
Pablo Hernández,1718,ESP-La Liga,Celta Vigo,0.2484815019326338,0.0729648152511301,0.0872320263306618,Leeds,0.4466501240694789,0.2927378495027209,0.1539122745667579,2017,0.1601968415817919,0.0882846603508419,1.0
Pablo Sarabia,2021,FRA-Ligue 1,Paris Saint Germain,0.6917755572636434,0.4459891431634926,0.4309055129557184,Wolverhampton Wanderers,0.1142131979695431,0.1213776886368351,-0.007164490667292,2020,0.876894656119211,-0.18511909885556765,0.8
Pape Sarr,2021,FRA-Ligue 1,Metz,0.1700251889168765,0.0449028432777418,0.0231961966480506,Tottenham,0.4499999999999999,0.2896913911398481,0.1603086088601518,2020,0.0680990399257924,0.10192614899108411,0.8
Pape Souaré,1415,FRA-Ligue 1,Lille,0.0,0.005187269393549,0.0237428071074545,Crystal Palace,0.0298309579052038,0.1831129196337741,-0.1532819617285703,2014,0.0289300765010035,-0.0289300765010035,0.8
Papy Djilobodji,1516,GER-Bundesliga,Werder Bremen,0.2142857142857142,0.1697935928989734,0.061384365295193,Sunderland,0.0,0.1031452947917993,-0.1031452947917993,2015,0.2311779581941664,-0.016892243908452204,1.0
Pascal Groß,1617,GER-Bundesliga,Ingolstadt,0.296269202633504,0.1120159607421506,0.2537136681135349,Brighton,0.4531722054380664,0.1961561323558549,0.2570160730822115,2016,0.3657296288556855,-0.06946042622218151,1.0
Patrick Cutrone,1819,ITA-Serie A,AC Milan,0.3196022727272727,0.2103326495324092,0.1126366175660884,Wolverhampton Wanderers,0.6185567010309279,0.2617392537948645,0.3568174472360633,2018,0.3229692670984976,-0.003366994371224896,0.9
Patrick Cutrone,1920,ITA-Serie A,Fiorentina,0.5415162454873647,0.4677277588241798,0.15866763667886,Wolverhampton Wanderers,0.0,0.1682949168065944,-0.1682949168065944,2019,0.6263953955030398,-0.08487915001567514,0.9
Patrick Roberts,1819,ESP-La Liga,Girona,0.0,0.1330745513969953,0.0576540748059041,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018,0.1907286262028994,-0.1907286262028994,1.0
Pau Torres,2223,ESP-La Liga,Villarreal,0.0294599018003273,0.0624122437022614,0.0334554412897597,Aston Villa,0.0729631130928253,0.3634443339960239,-0.2904812209031986,2022,0.0958676849920211,-0.0664077831916938,1.0
Paul Pogba,1516,ITA-Serie A,Juventus,0.5966191581040768,0.2183876521786613,0.2118169969360797,Manchester United,0.3108211818879509,0.2630526412946497,0.0477685405933011,2015,0.430204649114741,0.16641450898933585,0.9
Pedro,1415,ESP-La Liga,Barcelona,0.7091267235718977,0.4612955177791089,0.3802014404732932,Chelsea,0.3930131004366812,0.2633222656892074,0.1296908347474738,2014,0.8414969582524021,-0.13237023468050446,1.0
Pedro Obiang,1415,ITA-Serie A,Sampdoria,0.1298701298701298,0.127665954974613,0.0872455132435765,West Ham,0.0841908325537885,0.2815491459675905,-0.197358313413802,2014,0.21491146821818952,-0.08504133834805971,0.9
Pedro Porro,1920,ESP-La Liga,Real Valladolid,0.0,0.0018124596283308,0.0186044404030906,Tottenham,0.4679376083188908,0.2896913911398481,0.1782462171790427,2019,0.0204169000314214,-0.0204169000314214,1.0
Philippe Coutinho,2021,ESP-La Liga,Barcelona,0.5397301349325337,0.5788570796062742,0.091728254359612,Aston Villa,0.12,0.2252782849402202,-0.1052782849402202,2020,0.6705853339658862,-0.1308551990333524,1.0
Pierre-Emerick Aubameyang,1617,GER-Bundesliga,Borussia Dortmund,1.066427289048474,0.9085278359761788,0.1454723231641566,Arsenal,1.1931818181818183,0.3885968676249731,0.8045849505568452,2016,1.0540001591403354,0.012427129908138657,1.0
Pierre-Emerick Aubameyang,1718,GER-Bundesliga,Borussia Dortmund,1.0133708655876144,0.8627988850562862,0.16202206726669,Arsenal,0.8868613138686132,0.3246975398874133,0.5621637739811999,2017,1.024820952322976,-0.011450086735361742,1.0
Pierre-Emile Højbjerg,1516,GER-Bundesliga,Schalke 04,0.070754716981132,0.0815686680385315,0.0173570375169082,Southampton,0.0,0.2131782945736434,-0.2131782945736434,2015,0.0989257055554397,-0.028170988574307693,1.0
Pontus Jansson,1516,ITA-Serie A,Torino,0.1463414634146341,0.0487976346800967,0.0065986975664045,Brentford,0.1243093922651933,0.3086011732628274,-0.184291780997634,2015,0.0553963322465012,0.09094513116813291,0.9
Rachid Ghezzal,1718,FRA-Ligue 1,Monaco,0.4545454545454545,0.2140870007093657,0.2617142612791874,Leicester,0.1231190150478796,0.2264475444295815,-0.1033285293817018,2017,0.4758012619885531,-0.02125580744309863,0.8
Ragnar Klavan,1516,GER-Bundesliga,Augsburg,0.0,0.0212789354174206,0.0134255356316738,Liverpool,0.0,0.4033026357573833,-0.4033026357573833,2015,0.0347044710490944,-0.0347044710490944,1.0
Ralf Fährmann,1819,GER-Bundesliga,Schalke 04,0.0,0.0,0.0,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018,0.0,0.0,1.0
Raphael Varane,2021,ESP-La Liga,Real Madrid,0.0662251655629139,0.090332313298883,0.0056415967279366,Manchester United,0.0,0.2583177132146204,-0.2583177132146204,2020,0.0959739100268196,-0.0297487444639057,1.0
Raphinha,1920,FRA-Ligue 1,Rennes,0.4230317273795534,0.2427270421900564,0.250568701218065,Leeds,0.5698607007176023,0.2927378495027209,0.2771228512148813,2019,0.49329574340812143,-0.07026401602856802,0.8
Rasmus Højlund,2223,ITA-Serie A,Atalanta,0.5362946912242686,0.5015571605321322,0.0926628250644854,Manchester United,0.4886877828054298,0.2547634991173069,0.2339242836881229,2022,0.5942199855966176,-0.057925294372348946,0.9
Rayan Ait Nouri,1920,FRA-Ligue 1,Angers,0.1392111368909512,0.0165495177052413,0.0446404234707148,Wolverhampton Wanderers,0.1272984441301273,0.1682949168065944,-0.0409964726764671,2019,0.061189941175956095,0.07802119571499509,0.8
Raúl Jiménez,1415,ESP-La Liga,Atletico Madrid,0.4838709677419354,0.4416446823386414,0.3392082176381542,Wolverhampton Wanderers,0.5727012408526885,0.2792520617294031,0.2934491791232854,2014,0.7808528999767956,-0.29698193223486025,1.0
Reiss Nelson,1819,GER-Bundesliga,Hoffenheim,1.0310965630114566,0.474730435417395,0.1227908145252206,Arsenal,0.144927536231884,0.2353597978432697,-0.0904322616113857,2018,0.5975212499426156,0.433575313068841,1.0
Remo Freuler,2021,ITA-Serie A,Atalanta,0.16507703595011,0.0663866248782601,0.1305267173094471,Nottingham Forest,0.0,0.1575310916628282,-0.1575310916628282,2020,0.19691334218770717,-0.03183630623759717,0.9
Renan Lodi,2021,ESP-La Liga,Atletico Madrid,0.2432432432432432,0.0585171324578491,0.1525876792399464,Nottingham Forest,0.0402504472271914,0.1575310916628282,-0.1172806444356367,2020,0.2111048116977955,0.03213843154544771,1.0
Renato Sanches,1617,GER-Bundesliga,Bayern Munich,0.0,0.0371611461419527,0.018261132051968,Swansea,0.0,0.1475691134413727,-0.1475691134413727,2016,0.0554222781939207,-0.0554222781939207,1.0
Ricardo Pereira,1617,FRA-Ligue 1,Nice,0.2622632345798931,0.06549396673819,0.1502876383383161,Leicester,0.2301054650047938,0.2264475444295815,0.0036579205752123,2016,0.2157816050765061,0.046481629503386995,0.8
Roberto Firmino,1415,GER-Bundesliga,Hoffenheim,0.5237932214994865,0.2810648824631892,0.2772980540874772,Liverpool,0.7630922693266833,0.2962209389306125,0.4668713303960707,2014,0.5583629365506664,-0.034569715051179895,1.0
Roberto Jiménez,1718,ESP-La Liga,Malaga,0.0,0.0020220089046394,0.0011322441072586,West Ham,0.0,0.2476439430418931,-0.2476439430418931,2017,0.003154253011898,-0.003154253011898,1.0
Roberto Pereyra,1516,ITA-Serie A,Juventus,0.1126408010012515,0.0691243360408853,0.26096482187724,Watford,0.3448275862068966,0.1835157759175788,0.1613118102893177,2015,0.3300891579181253,-0.2174483569168738,0.9
Robin Koch,1920,GER-Bundesliga,Freiburg,0.0332348596750369,0.139568294835259,0.0427821980159251,Leeds,0.0,0.2927378495027209,-0.2927378495027209,2019,0.1823504928511841,-0.1491156331761472,1.0
Robin Olsen,1920,ITA-Serie A,Cagliari,0.0,0.0,0.0,Everton,0.0,0.2081011811901047,-0.2081011811901047,2019,0.0,0.0,0.9
Rodri,1819,ESP-La Liga,Atletico Madrid,0.1309090909090909,0.0918176233836195,0.0483284320479089,Manchester City,0.1808681672025723,0.4442637707250501,-0.2633956035224777,2018,0.1401460554315284,-0.009236964522437496,1.0
Rodrigo,1920,ESP-La Liga,Valencia,0.5177824267782427,0.3403709795536419,0.2729509578857992,Leeds,0.6303501945525292,0.2927378495027209,0.3376123450498082,2019,0.6133219374394411,-0.09553951066119837,1.0
Rodrigo Bentancur,2021,ITA-Serie A,Juventus,0.1538461538461538,0.0226869227436299,0.1030195699288294,Tottenham,0.4155672823218997,0.2896913911398481,0.1258758911820516,2020,0.12570649267245929,0.028139661173694513,0.9
Romain Faivre,2223,FRA-Ligue 1,Lorient,0.5263157894736842,0.1699209914199615,0.1588467917029272,Bournemouth,0.0,0.2625097225823178,-0.2625097225823178,2022,0.3287677831228887,0.1975480063507955,0.8
Romain Perraud,2021,FRA-Ligue 1,Brest,0.2866242038216561,0.0777656950270104,0.0896643020722801,Southampton,0.1954397394136807,0.1738020424194815,0.0216376969941992,2020,0.16742999709929052,0.11919420672236558,0.8
Romain Saiss,1516,FRA-Ligue 1,Angers,0.1155698234349919,0.0711589717720283,0.034938848752343,Wolverhampton Wanderers,0.1588702559576346,0.2792520617294031,-0.1203818057717684,2015,0.1060978205243713,0.0094720029106206,0.8
Ron-Robert Zieler,1516,GER-Bundesliga,Hannover 96,0.0,0.0,0.0,Leicester,0.0,0.2346475002642426,-0.2346475002642426,2015,0.0,0.0,1.0
Roque Mesa,1617,ESP-La Liga,Las Palmas,0.0888450148075024,0.0292000599087814,0.0601019855470995,Swansea,0.0,0.1475691134413727,-0.1475691134413727,2016,0.0893020454558809,-0.0004570306483785008,1.0
Ross Barkley,2223,FRA-Ligue 1,Nice,0.5934065934065934,0.4550794312771369,0.2490350152724064,Luton,0.3083365055196041,0.2382245147278403,0.0701119907917637,2022,0.7041144465495432,-0.11070785314294984,0.8
Ryan Babel,1617,ESP-La Liga,Deportivo La Coruna,0.8122743682310469,0.1992647291668808,0.0377907082505712,Fulham,0.5642633228840126,0.1501273009276872,0.4141360219563254,2016,0.237055437417452,0.5752189308135949,1.0
Ryan Gravenberch,2223,GER-Bundesliga,Bayern Munich,0.0,0.1323922423458529,0.0622327353953749,Liverpool,0.0806451612903225,0.3963987304877259,-0.3157535691974033,2022,0.19462497774122778,-0.19462497774122778,1.0
Ryan Sessegnon,2021,GER-Bundesliga,Hoffenheim,0.2871729419272495,0.0449958083474795,0.0916755258509248,Tottenham,0.2222222222222222,0.2896913911398481,-0.0674691689176258,2020,0.1366713341984043,0.15050160772884522,1.0
Rúnar Alex Rúnarsson,1920,FRA-Ligue 1,Dijon,0.0,0.0,0.0,Arsenal,0.0,0.2523936320888335,-0.2523936320888335,2019,0.0,0.0,0.8
Samir Nasri,1617,ESP-La Liga,Sevilla,0.2435064935064934,0.1391056889377824,0.1931354699825698,West Ham,0.7377049180327868,0.2535646796083147,0.4841402384244721,2016,0.3322411589203522,-0.08873466541385883,1.0
Sandro Ramírez,1617,ESP-La Liga,Malaga,0.6591986212839294,0.242527087842215,0.1162705195161647,Everton,0.0,0.1706213307240704,-0.1706213307240704,2016,0.3587976073583797,0.3004010139255497,1.0
Sandro Tonali,2223,ITA-Serie A,AC Milan,0.2977941176470588,0.0775875302394578,0.2230082354919218,Newcastle United,0.2064220183486238,0.3429423459244533,-0.1365203275758294,2022,0.3005957657313796,-0.0028016480843207625,0.9
Santiago Bueno,2223,ESP-La Liga,Girona,0.0298309579052038,0.0232896666336689,0.0290149854796169,Wolverhampton Wanderers,0.0,0.2448210922787193,-0.2448210922787193,2022,0.0523046521132858,-0.022473694208082,1.0
Sasa Kalajdzic,2021,GER-Bundesliga,VfB Stuttgart,0.880708294501398,0.4713150022251102,0.1357470392896155,Wolverhampton Wanderers,0.0,0.1213776886368351,-0.1213776886368351,2020,0.6070620415147256,0.27364625298667233,1.0
Sasa Lukic,2021,ITA-Serie A,Torino,0.1275992438563327,0.082889952888758,0.053843873912127,Fulham,0.0,0.2651004329618851,-0.2651004329618851,2020,0.136733826800885,-0.0091345829445523,0.9
Sasa Lukic,2223,ITA-Serie A,Torino,0.1507537688442211,0.0897094884409976,0.1009577423352841,Fulham,0.08130081300813,0.2523128679562658,-0.1710120549481357,2022,0.1906672307762817,-0.03991346193206061,0.9
Sead Kolasinac,1617,GER-Bundesliga,Schalke 04,0.3474903474903475,0.1046629945979486,0.1234929957768689,Arsenal,0.2506963788300835,0.3885968676249731,-0.1379004887948896,2016,0.22815599037481749,0.11933435711553003,1.0
Sebastian Prödl,1415,GER-Bundesliga,Werder Bremen,0.2067777139574957,0.1162229157183993,0.059264362594439,Watford,0.1014656144306651,0.1588830043331728,-0.0574173899025076,2014,0.17548727831283828,0.031290435644657416,1.0
Serge Aurier,1617,FRA-Ligue 1,Paris Saint Germain,0.1475409836065573,0.1713505044396295,0.1523955240998356,Tottenham,0.2513966480446927,0.3518578352180936,-0.1004611871734009,2016,0.3237460285394651,-0.1762050449329078,0.8
Sergio Gómez,2021,ESP-La Liga,SD Huesca,0.1219512195121951,0.0894158670860456,0.1089496204129806,Manchester City,0.2760736196319018,0.4215950345473708,-0.145521414915469,2020,0.19836548749902622,-0.07641426798683111,1.0
Sergio Reguilón,1920,ESP-La Liga,Sevilla,0.2151394422310757,0.0882063867205167,0.1468452542233633,Tottenham,0.1195748449955713,0.3576364892881825,-0.2380616442926111,2019,0.23505164094388,-0.019912198712804308,1.0
Sergio Rico,1718,ESP-La Liga,Sevilla,0.0,0.0,0.0,Fulham,0.0,0.1501273009276872,-0.1501273009276872,2017,0.0,0.0,1.0
Sergio Romero,1415,ITA-Serie A,Sampdoria,0.0,0.0,0.0,Manchester United,0.0,0.2396061269146608,-0.2396061269146608,2014,0.0,0.0,0.9
Seydou Doumbia,1415,ITA-Serie A,Roma,0.3339517625231911,0.1476911203469217,0.0191638391319807,Newcastle United,0.0,0.2490863286378313,-0.2490863286378313,2014,0.1668549594789024,0.1670968030442887,0.9
Shinji Okazaki,1415,GER-Bundesliga,Mainz 05,0.4843918191603875,0.3175254497352278,0.105710269851195,Leicester,0.2137767220902612,0.3856627953544252,-0.171886073264164,2014,0.4232357195864228,0.06115609957396467,1.0
Shkodran Mustafi,1516,ESP-La Liga,Valencia,0.0671140939597315,0.0516003922203043,0.0401352752850159,Arsenal,0.158311345646438,0.3653666977239452,-0.2070553520775072,2015,0.0917356675053202,-0.024621573545588693,1.0
Simone Zaza,1516,ITA-Serie A,Juventus,0.6998444790046656,0.3424540612829232,0.0462511542483492,West Ham,0.0,0.2274392030471725,-0.2274392030471725,2015,0.3887052155312724,0.3111392634733932,0.9
Sofiane Boufal,1516,FRA-Ligue 1,Lille,0.5742237345810293,0.1265187133998882,0.3189187098384816,Southampton,0.0825688073394495,0.2131782945736434,-0.1306094872341938,2015,0.44543742323836977,0.1287863113426595,0.8
Sofiane Boufal,1819,ESP-La Liga,Celta Vigo,0.2554399243140965,0.1494766533191517,0.154379251718789,Southampton,0.2412868632707774,0.2412787775208605,8.085749916869611e-06,2018,0.3038559050379407,-0.048415980723844176,1.0
Sofiane Feghouli,1516,ESP-La Liga,Valencia,0.1436552274541101,0.2024096528964573,0.216853642912027,West Ham,0.5222437137330754,0.2274392030471725,0.2948045106859028,2015,0.4192632958084843,-0.27560806835437424,1.0
Sofyan Amrabat,2223,ITA-Serie A,Fiorentina,0.0446428571428571,0.0178164725574398,0.0361300773719059,Manchester United,0.0,0.2547634991173069,-0.2547634991173069,2022,0.053946549929345694,-0.009303692786488592,0.9
Sokratis,1718,GER-Bundesliga,Borussia Dortmund,0.0757575757575757,0.0447659325701269,0.008360310669311,Arsenal,0.1228389444949954,0.3246975398874133,-0.2018585953924179,2017,0.0531262432394379,0.022631332518137807,1.0
Son Heung-Min,1415,GER-Bundesliga,Bayer Leverkusen,0.5075921908893709,0.2083596621524873,0.106759648689285,Tottenham,0.4054054054054054,0.3848742823203326,0.0205311230850727,2014,0.3151193108417723,0.1924728800475986,1.0
Stefan Ortega Moreno,2021,GER-Bundesliga,Arminia Bielefeld,0.0294117647058823,0.0,0.0075279439744703,Manchester City,0.0,0.4215950345473708,-0.4215950345473708,2020,0.0075279439744703,0.021883820731412,1.0
Stefano Okaka,1415,ITA-Serie A,Sampdoria,0.2265100671140939,0.3037773620301308,0.0996195271629965,Watford,0.3825717321997874,0.1835157759175788,0.1990559562822086,2014,0.4033968891931273,-0.17688682207903336,0.9
Stephan Lichtsteiner,1718,ITA-Serie A,Juventus,0.1040462427745664,0.0031086989016288,0.040650258066854,Arsenal,0.0,0.3246975398874133,-0.3246975398874133,2017,0.0437589569684828,0.06028728580608359,0.9
Steve Mandanda,1516,FRA-Ligue 1,Marseille,0.0,0.0,0.0,Crystal Palace,0.0,0.2262430939226519,-0.2262430939226519,2015,0.0,0.0,0.8
Steve Mounie,1617,FRA-Ligue 1,Montpellier,0.5389221556886228,0.368515184662866,0.0913909016824621,Huddersfield,0.3891891891891891,0.1310854604376798,0.2581037287515093,2016,0.4599060863453281,0.07901606934329469,0.8
Sven Botman,2021,FRA-Ligue 1,Lille,0.0,0.0219207542701741,0.006850995188081,Newcastle United,0.0,0.3000851305334847,-0.3000851305334847,2020,0.0287717494582551,-0.0287717494582551,0.8
Sébastien Haller,1819,GER-Bundesliga,Eintracht Frankfurt,0.9926470588235294,0.4723984111264786,0.3046534642549779,West Ham,0.3202846975088968,0.2476439430418931,0.0726407544670037,2018,0.7770518753814566,0.21559518344207285,1.0
Taiwo Awoniyi,2021,GER-Bundesliga,Union Berlin,0.4578488372093023,0.4260919239848505,0.0830012709470899,Nottingham Forest,0.6942496493688639,0.1575310916628282,0.5367185577060357,2020,0.5090931949319404,-0.05124435772263808,1.0
Takehiro Tomiyasu,2021,ITA-Serie A,Bologna,0.0661521499448732,0.0756015299789632,0.0142325555583279,Arsenal,0.1424050632911392,0.4334823396083863,-0.291077276317247,2020,0.08983408553729111,-0.023681935592417908,0.9
Tanguy NDombele Alvaro,1819,FRA-Ligue 1,Lyon,0.2674591381872214,0.0640175052514413,0.1244796053291939,Tottenham,0.3592814371257485,0.2632424787863204,0.0960389583394281,2018,0.1884971105806352,0.07896202760658619,0.8
Thiago Alcántara,1920,GER-Bundesliga,Bayern Munich,0.1522842639593908,0.1311088757126162,0.0556827128538625,Liverpool,0.0482573726541555,0.2962865420068475,-0.248029169352692,2019,0.1867915885664787,-0.034507324607087914,1.0
Thiago Silva,1920,FRA-Ligue 1,Paris Saint Germain,0.0,0.0126420434042905,0.0,Chelsea,0.0928792569659442,0.2515188335358445,-0.1586395765699002,2019,0.0126420434042905,-0.0126420434042905,0.8
Thilo Kehrer,2021,FRA-Ligue 1,Paris Saint Germain,0.0,0.0225423665221081,0.0323863163316205,West Ham,0.0807899461400359,0.1688197743018788,-0.0880298281618429,2020,0.0549286828537286,-0.0549286828537286,0.8
Thomas Partey,1920,ESP-La Liga,Atletico Madrid,0.1061320754716981,0.0694024776227174,0.0369399122208497,Arsenal,0.1166558651976668,0.2523936320888335,-0.1357377668911666,2019,0.10634238984356709,-0.00021031437186898316,1.0
Thomas Strakosha,2021,ITA-Serie A,Lazio,0.0,0.0,0.0,Brentford,0.0,0.2409710239781043,-0.2409710239781043,2020,0.0,0.0,0.9
Tiemoué Bakayoko,1617,FRA-Ligue 1,Monaco,0.1216216216216216,0.0795489534534312,0.042064994800131,Chelsea,0.1699716713881019,0.2718401486988848,-0.1018684773107828,2016,0.1216139482535622,7.673368059402108e-06,0.8
Timm Klose,1415,GER-Bundesliga,Wolfsburg,0.0938477580813347,0.0258054116175619,0.0055308894441697,Norwich,0.1060070671378091,0.1795966951407366,-0.0735896280029274,2014,0.0313363010617316,0.0625114570196031,1.0
Timm Klose,1516,GER-Bundesliga,Wolfsburg,0.1421800947867298,0.0373619002559314,0.0027262607492259,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2015,0.040088161005157295,0.1020919337815725,1.0
Timo Werner,1920,GER-Bundesliga,RasenBallsport Leipzig,1.1469026548672567,0.6746094274046147,0.3082609669165274,Chelsea,0.4836852207293666,0.2515188335358445,0.2321663871935221,2019,0.9828703943211421,0.16403226054611464,1.0
Timo Werner,2223,GER-Bundesliga,RasenBallsport Leipzig,0.549618320610687,0.445334940636886,0.1314864465184794,Tottenham,0.5441354292623942,0.375650705810627,0.1684847234517671,2022,0.5768213871553654,-0.0272030665446783,1.0
Timothy Castagne,1920,ITA-Serie A,Atalanta,0.1532349602724177,0.1009212722885554,0.1363041392283326,Leicester,0.1915708812260536,0.3095599393019727,-0.117989058075919,2019,0.23722541151688797,-0.08399045124447027,0.9
Tomer Hemed,1415,ESP-La Liga,Almeria,0.4627249357326478,0.3257507089032267,0.0919985981863997,Brighton,0.4240282685512367,0.1961561323558549,0.2278721361953818,2014,0.41774930708962643,0.04497562864302135,1.0
Trevoh Chalobah,2021,FRA-Ligue 1,Lorient,0.160786065207682,0.0944831013819265,0.029997627886013,Chelsea,0.0,0.1648108219865906,-0.1648108219865906,2020,0.1244807292679395,0.036305335939742486,0.8
Tyler Adams,2021,GER-Bundesliga,RasenBallsport Leipzig,0.0971922246220302,0.0673525497623061,0.0431209350342723,Leeds,0.0,0.2017877688290999,-0.2017877688290999,2020,0.1104734847965784,-0.013281260174548198,1.0
Uwe Hünemeier,1415,GER-Bundesliga,Paderborn,0.1278409090909091,0.0598370793291409,0.0390569380231847,Brighton,0.0,0.1961561323558549,-0.1961561323558549,2014,0.0988940173523256,0.02894689173858349,1.0
Valentino Lazaro,1819,GER-Bundesliga,Hertha Berlin,0.2952971199416697,0.0712817229501661,0.2179295822911472,Newcastle United,0.1978021978021978,0.1812574737239599,0.0165447240782378,2018,0.28921130524131333,0.006085814700356351,1.0
Valon Behrami,1415,GER-Bundesliga,Hamburger SV,0.0,0.0184230184761257,0.0113448482104054,Watford,0.0700934579439252,0.1588830043331728,-0.0887895463892476,2014,0.0297678666865311,-0.0297678666865311,1.0
Vicente Guaita,1718,ESP-La Liga,Getafe,0.0,0.0,0.0044591517159433,Crystal Palace,0.0,0.2573188901864454,-0.2573188901864454,2017,0.0044591517159433,-0.0044591517159433,1.0
Vicente Iborra,1617,ESP-La Liga,Sevilla,0.5578512396694215,0.3417521736138185,0.1223811203583089,Leicester,0.1896067415730337,0.2708592777085928,-0.0812525361355591,2016,0.4641332939721274,0.09371794569729414,1.0
Vinicius Souza,2223,ESP-La Liga,Espanyol,0.0740436034553681,0.0341306415209121,0.0179420853304132,Sheffield United,0.0336322869955156,0.1051401869158878,-0.0715078999203721,2022,0.0520727268513253,0.021970876604042802,1.0
Víctor Camarasa,1718,ESP-La Liga,Real Betis,0.071827613727055,0.1023316384030763,0.0916642899248163,Cardiff,0.3108211818879509,0.1443393447451968,0.166481837142754,2017,0.19399592832789259,-0.12216831460083759,1.0
Víctor Ibarbo,1415,ITA-Serie A,Cagliari,0.2760736196319018,0.2739885816224879,0.2696638626783538,Watford,0.0,0.1588830043331728,-0.1588830043331728,2014,0.5436524443008417,-0.2675788246689399,0.9
Wahbi Khazri,1415,FRA-Ligue 1,Bordeaux,0.5260960334029228,0.2234161868924761,0.1795897978845991,Sunderland,0.2483900643974241,0.1927733283665487,0.0556167360308754,2014,0.4030059847770752,0.12309004862584755,0.8
Wahbi Khazri,1516,FRA-Ligue 1,Bordeaux,0.6712243629583593,0.2554382859845573,0.2712565863527001,Sunderland,0.1092233009708738,0.1031452947917993,0.0060780061790744,2015,0.5266948723372574,0.14452949062110187,0.8
Wataru Endo,2223,GER-Bundesliga,VfB Stuttgart,0.2765448958688972,0.1586629135630193,0.1363637527662684,Liverpool,0.0523864959254947,0.3963987304877259,-0.3440122345622311,2022,0.29502666632928765,-0.018481770460390456,1.0
Wesley Fofana,1920,FRA-Ligue 1,Saint-Etienne,0.0741962077493817,0.0612367130048198,0.0026765093898365,Leicester,0.0,0.3095599393019727,-0.3095599393019727,2019,0.0639132223946563,0.010282985354725396,0.8
Wesley Hoedt,1617,ITA-Serie A,Lazio,0.0957446808510638,0.0610050688190583,0.006984560017256,Southampton,0.0357142857142857,0.1922989498567986,-0.1565846641425129,2016,0.0679896288363143,0.027755052014749496,0.9
Weston McKennie,2021,ITA-Serie A,Juventus,0.3741092636579572,0.2778710562939315,0.2072159499936514,Leeds,0.0620689655172413,0.2017877688290999,-0.1397188033118585,2020,0.4850870062875829,-0.11097774262962568,0.9
William Saliba,2021,FRA-Ligue 1,Nice,0.05,0.0387044007889926,0.0019928550347685,Arsenal,0.1116625310173697,0.4334823396083863,-0.3218198085910165,2020,0.0406972558237611,0.0093027441762389,0.8
Willian José,1920,ESP-La Liga,Real Sociedad,0.5317577548005908,0.5190936055590167,0.0727866417515137,Wolverhampton Wanderers,0.0801424755120213,0.1682949168065944,-0.088152441294573,2019,0.5918802473105305,-0.06012249250993962,1.0
Wilson Odobert,2223,FRA-Ligue 1,Troyes,0.3078677309007982,0.1507631661911986,0.0919893886968323,Burnley,0.2093023255813953,0.1881771526325793,0.0211251729488159,2022,0.24275255488803088,0.06511517601276734,0.8
Wout Faes,2021,FRA-Ligue 1,Reims,0.0310024112986565,0.0479512894429879,0.0016187971038856,Leicester,0.0967741935483871,0.2462791163318427,-0.1495049227834556,2020,0.0495700865468735,-0.018567675248216998,0.8
Wout Weghorst,2021,GER-Bundesliga,Wolfsburg,0.8530805687203792,0.4886037889696511,0.1653547529900445,Manchester United,0.112781954887218,0.2583177132146204,-0.1455357583274024,2020,0.6539585419596956,0.19912202676068358,1.0
Xherdan Shaqiri,1415,ITA-Serie A,Inter,0.3653585926928281,0.0967740527126076,0.2669917619680035,Stoke,0.3909266409266409,0.2131613467424573,0.1777652941841835,2014,0.3637658146806111,0.001592778012217022,0.9
Yasser Larouci,2223,FRA-Ligue 1,Troyes,0.0991189427312775,0.0251686087263838,0.0559647675164634,Sheffield United,0.0,0.1051401869158878,-0.1051401869158878,2022,0.0811333762428472,0.017985566488430305,0.8
Yoane Wissa,2021,FRA-Ligue 1,Lorient,0.4678796880802079,0.3199307016289636,0.1194879573773671,Brentford,0.5685407454200885,0.3086011732628274,0.2599395721572611,2020,0.4394186590063307,0.02846102907387721,0.8
Yohan Benalouane,1415,ITA-Serie A,Atalanta,0.0411146642302421,0.0280184914558349,0.0031764737244009,Leicester,0.0,0.3856627953544252,-0.3856627953544252,2014,0.0311949651802358,0.009919699050006298,0.9
Yohan Cabaye,1415,FRA-Ligue 1,Paris Saint Germain,0.1865284974093264,0.100242076779431,0.1024785060435533,Crystal Palace,0.1979472140762463,0.1831129196337741,0.0148342944424721,2014,0.2027205828229843,-0.01619208541365791,0.8
Yoshinori Muto,1718,GER-Bundesliga,Mainz 05,0.4709576138147566,0.2271520642905819,0.0817861982140239,Newcastle United,0.17578125,0.2164958645006096,-0.0407146145006096,2017,0.3089382625046058,0.16201935131015077,1.0
Youri Tielemans,1718,FRA-Ligue 1,Monaco,0.0577293136626042,0.069872345070452,0.0706565516300122,Leicester,0.5737704918032788,0.2264475444295815,0.3473229473736973,2017,0.1405288967004642,-0.08279958303786,0.8
