Name,Origin_Season,Origin_League,team,Pre_PL_G_A,Pre_PL_npxG,Pre_PL_xA,PL_Team,PL_Raw_GA,PL_Team_Avg_GA,Target_Relative_GA,Season_Control
Martin Odegaard,1920,ESP-La Liga,Real Sociedad,0.35363457760314343,0.11614608573626675,0.23787479682263785,Arsenal,0.31213872832369943,0.2523936320888335,0.05974509623486596,2019
Martín Montoya,1718,ESP-La Liga,Valencia,0.16728624535315986,0.010432381289803377,0.08314508580356893,Brighton,0.04157043879907621,0.1654225589857084,-0.12385212018663219,2017
Mateo Kovacic,1718,ESP-La Liga,Real Madrid,0.09164969450101833,0.031696368623411096,0.06141543237572107,Chelsea,0.10250569476082004,0.3900903367095538,-0.28758464194873373,2017
Matheus Cunha,2021,GER-Bundesliga,Hertha Berlin,0.45748613678373384,0.2466100514065922,0.17892992722607337,Wolverhampton Wanderers,0.18404907975460122,0.12137768863683518,0.06267139111776604,2020
Matheus Pereira,1920,FRA-Ligue 1,Dijon,0.0,0.1296349116959251,0.08805617134874828,West Bromwich Albion,0.5898226676946801,0.1432682299638768,0.4465544377308033,2019
Mathieu Debuchy,1516,FRA-Ligue 1,Bordeaux,0.0,0.07117335447015204,0.02069553388852854,Arsenal,0.0,0.3653666977239452,-0.3653666977239452,2015
Matteo Darmian,1415,ITA-Serie A,Torino,0.1048951048951049,0.07716110210631277,0.11704064205523346,Manchester United,0.04646360351058337,0.23960612691466082,-0.19314252340407745,2014
Matz Sels,2223,FRA-Ligue 1,Strasbourg,0.0,0.0,0.006702183892852382,Nottingham Forest,0.0,0.2865459838078777,-0.2865459838078777,2022
Mauro Zárate,1516,ITA-Serie A,Fiorentina,0.5202312138728323,0.3607640106155607,0.0869417048969193,Watford,0.0,0.18351577591757887,-0.18351577591757887,2015
Max Gradel,1415,FRA-Ligue 1,Saint-Etienne,0.8234217749313816,0.43686167784768,0.22568965884571435,Bournemouth,0.29411764705882354,0.2038092927332282,0.09030835432559534,2014
Max Meyer,1718,GER-Bundesliga,Schalke 04,0.0,0.010086267312550558,0.017253843587600955,Crystal Palace,0.19244476122594442,0.25731889018644544,-0.06487412896050102,2017
Maxime Estève,2223,FRA-Ligue 1,Montpellier,0.0,0.023363499063257052,0.0011976117659439993,Burnley,0.0,0.18817715263257934,-0.18817715263257934,2022
Maxime Le Marchand,1718,FRA-Ligue 1,Nice,0.10642491131257391,0.015867386610901726,0.025334199817075145,Fulham,0.039982230119946685,0.1501273009276872,-0.11014507080774051,2017
Maximilian Wöber,1819,ESP-La Liga,Sevilla,0.0,0.03293791399380871,0.09039904723796889,Leeds,0.0,0.20178776882909993,-0.20178776882909993,2018
Maxwel Cornet,2021,FRA-Ligue 1,Lyon,0.25433992733144933,0.07077343227265821,0.1311604742022426,West Ham,0.0,0.1688197743018788,-0.1688197743018788,2020
Micah Richards,1415,ITA-Serie A,Fiorentina,0.0,0.018682101037987356,0.016988409841631316,Aston Villa,0.08784773060029283,0.13166602807481975,-0.043818297474526924,2014
Michael Hector,1617,GER-Bundesliga,Eintracht Frankfurt,0.0662739322533137,0.020285683309601756,0.0,Fulham,0.0,0.1369087628683624,-0.1369087628683624,2016
Michy Batshuayi,1516,FRA-Ligue 1,Marseille,0.7956477388643318,0.5219303367964085,0.10280969905781324,Chelsea,2.443438914027149,0.39835781640900636,2.0450810976181426,2015
Michy Batshuayi,1718,GER-Bundesliga,Borussia Dortmund,0.8602150537634408,0.7254378661833784,0.06425617282749503,Crystal Palace,0.587467362924282,0.25731889018644544,0.3301484727378366,2017
Michy Batshuayi,1819,ESP-La Liga,Valencia,0.17928286852589642,0.24898126595226894,0.1421462289016857,Chelsea,0.9278350515463918,0.34199677361534325,0.5858382779310485,2018
Micky van de Ven,2223,GER-Bundesliga,Wolfsburg,0.06060606060606061,0.04005971576341174,0.049361386985489815,Tottenham,0.11513859275053304,0.37565070581062704,-0.26051211306009403,2022
Miguel Britos,1415,ITA-Serie A,Napoli,0.06020066889632107,0.06348877563997854,0.014998857866362186,Watford,0.0,0.15888300433317284,-0.15888300433317284,2014
Mikkel Damsgaard,2021,ITA-Serie A,Sampdoria,0.30456852791878175,0.16973789370037276,0.10768029068213732,Brentford,0.0,0.3086011732628274,-0.3086011732628274,2020
Modibo Maiga,1415,FRA-Ligue 1,Metz,0.4602272727272727,0.21896436642220413,0.08100410178832879,West Ham,5.0,0.28154914596759056,4.718450854032409,2014
Mohamed Salah,1617,ITA-Serie A,Roma,0.9367493995196157,0.483205042096426,0.34708815230857476,Liverpool,1.2796208530805686,0.3503484648709738,0.9292723882095948,2016
Mohammed Salisu,1920,ESP-La Liga,Real Valladolid,0.06590992310508971,0.039412676974318044,0.005185545699385137,Southampton,0.0,0.26058772687986176,-0.26058772687986176,2019
Moise Kean,1819,ITA-Serie A,Juventus,1.0246679316888045,0.6509370276213146,0.06796040029690885,Everton,0.4597701149425288,0.19402852839549925,0.2657415865470295,2018
Molla Wagué,1617,ITA-Serie A,Udinese,0.0,0.045725667538742215,0.0024085499656697,Watford,0.2040816326530612,0.17907303370786515,0.025008598945196053,2016
Morgan Sanson,1920,FRA-Ligue 1,Marseille,0.36585365853658536,0.16987166110032456,0.14014517502268636,Aston Villa,0.0,0.29690872805767116,-0.29690872805767116,2019
Morgan Sanson,2021,FRA-Ligue 1,Marseille,0.5376344086021505,0.09556184012082315,0.323026799546775,Aston Villa,0.0,0.22527828494022026,-0.22527828494022026,2020
Moussa Diaby,2223,GER-Bundesliga,Bayer Leverkusen,0.5592105263157895,0.3117200988344848,0.2810041026187767,Aston Villa,0.5642633228840126,0.3634443339960239,0.20081898888798871,2022
Moussa Niakhate,2021,GER-Bundesliga,Mainz 05,0.12556679455877223,0.0514649359927096,0.0528476758427037,Nottingham Forest,0.0,0.1575310916628282,-0.1575310916628282,2020
N'Golo Kanté,1415,FRA-Ligue 1,Caen,0.19780219780219782,0.045053761060608426,0.07051169346825015,Leicester,0.14945200929923613,0.38566279535442527,-0.23621078605518914,2014
Nabil Bentaleb,1819,GER-Bundesliga,Schalke 04,0.15033407572383073,0.05167391805086112,0.06878172911087545,Newcastle United,0.0,0.18125747372395998,-0.18125747372395998,2018
Naby Keita,1718,GER-Bundesliga,RasenBallsport Leipzig,0.5025380710659898,0.15172897226314255,0.19023991222044234,Liverpool,0.19189765458422176,0.40823791930350806,-0.2163402647192863,2017
Naif Aguerd,2021,FRA-Ligue 1,Rennes,0.11435832274459976,0.09410410423335897,0.02012900946593194,West Ham,0.11249999999999999,0.1688197743018788,-0.05631977430187882,2020
Nampalys Mendy,1516,FRA-Ligue 1,Nice,0.07955215085444903,0.003597845919386352,0.008881533750029402,Leicester,0.0,0.23464750026424266,-0.23464750026424266,2015
Nampalys Mendy,1718,FRA-Ligue 1,Nice,0.09307135470527406,0.00218070839313094,0.004862215131089752,Leicester,0.0,0.2264475444295815,-0.2264475444295815,2017
Naouirou Ahamada,2223,GER-Bundesliga,VfB Stuttgart,0.25245441795231416,0.03874530896889294,0.06994907438577391,Crystal Palace,0.0,0.2926997245179064,-0.2926997245179064,2022
Neal Maupay,1516,FRA-Ligue 1,Saint-Etienne,0.5283757338551859,0.1614947472890354,0.2286002834358502,Brighton,0.4205607476635514,0.1562555362647486,0.2643052113988028,2015
Neto,2021,ESP-La Liga,Barcelona,0.0,0.0,0.0,Bournemouth,0.0,0.15967523680649526,-0.15967523680649526,2020
Nicolas Jackson,2223,ESP-La Liga,Villarreal,0.8905380333951763,0.476597675600941,0.2305967904323218,Chelsea,0.6068133427963095,0.318399159779995,0.2884141830163145,2022
Nicolas Pepe,1819,FRA-Ligue 1,Lille,0.8910891089108911,0.3680846572817579,0.28024346581941034,Arsenal,0.44532409698169223,0.23535979784326977,0.20996429913842246,2018
Nicolo Zaniolo,2223,ITA-Serie A,Roma,0.09933774834437087,0.40060083468179436,0.0889690617555814,Aston Villa,0.21951219512195122,0.3634443339960239,-0.14393213887407266,2022
Nicolás Domínguez,2223,ITA-Serie A,Bologna,0.19421665947345707,0.0820261986992922,0.1347121923846781,Nottingham Forest,0.23331173039533376,0.2865459838078777,-0.05323425341254395,2022
Nicolás Otamendi,1415,ESP-La Liga,Valencia,0.17408123791102514,0.09027525391681858,0.002356447780241817,Manchester City,0.03367003367003367,0.3711402420625608,-0.3374702083925271,2014
Nolito,1516,ESP-La Liga,Celta Vigo,0.6914678528103518,0.2621037943843787,0.26880158862386017,Manchester City,0.6870229007633588,0.3210133123630849,0.3660095884002739,2015
Nordin Amrabat,1415,ESP-La Liga,Malaga,0.4418262150220913,0.18014056830281538,0.1843073045003704,Watford,0.0,0.15888300433317284,-0.15888300433317284,2014
Nordin Amrabat,1516,ESP-La Liga,Malaga,0.08832188420019627,0.11708520617888064,0.22814273326068213,Watford,0.12735849056603774,0.18351577591757887,-0.05615728535154113,2015
Nuno Tavares,2223,FRA-Ligue 1,Marseille,0.22988505747126436,0.17069677715243278,0.12078844695940784,Nottingham Forest,0.0,0.2865459838078777,-0.2865459838078777,2022
Nyom,1415,ESP-La Liga,Granada,0.030100334448160536,0.021623831099042527,0.052864486722269385,Watford,0.03624647603705195,0.15888300433317284,-0.1226365282961209,2014
Nélson Semedo,1920,ESP-La Liga,Barcelona,0.12875536480686695,0.02895627434609274,0.09711853720151815,Wolverhampton Wanderers,0.06012024048096193,0.16829491680659442,-0.10817467632563249,2019
Odsonne Edouard,1617,FRA-Ligue 1,Toulouse,0.1624548736462094,0.25493487507266255,0.031767578842622705,Crystal Palace,0.34634414513468936,0.2131380478740846,0.13320609726060476,2016
Okay Yokuslu,1920,ESP-La Liga,Celta Vigo,0.09027081243731194,0.018613642981180636,0.052805140104477365,West Bromwich Albion,0.0677710843373494,0.1432682299638768,-0.07549714562652741,2019
Ola Aina,1920,ITA-Serie A,Torino,0.08678881388621022,0.01757850178958365,0.09798935714663658,Fulham,0.10063361908311592,0.1369087628683624,-0.036275143785246475,2019
Ola Aina,2223,ITA-Serie A,Torino,0.20761245674740486,0.08467085156783101,0.2153964527595827,Nottingham Forest,0.10404624277456648,0.2865459838078777,-0.18249974103331124,2022
Ola Toivonen,1415,FRA-Ligue 1,Rennes,0.29850746268656714,0.3067505857976737,0.10097885796272042,Sunderland,0.2694610778443114,0.1927733283665487,0.07668774947776269,2014
Oliver Burke,1617,GER-Bundesliga,RasenBallsport Leipzig,0.4545454545454546,0.3623600033196536,0.2373813798255993,West Bromwich Albion,0.5357142857142857,0.1628410260048959,0.3728732597093898,2016
Oliver Burke,1920,ESP-La Liga,Alaves,0.12875536480686695,0.1701762170287033,0.08429212635582864,Sheffield United,0.14150943396226415,0.08688936088047886,0.05462007308178529,2019
Ondrej Duda,1819,GER-Bundesliga,Hertha Berlin,0.555984555984556,0.23445022532637283,0.20800636198846298,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018
Orel Mangala,2021,GER-Bundesliga,VfB Stuttgart,0.17061611374407584,0.049494454566548225,0.07426559816057225,Nottingham Forest,0.11385199240986718,0.1575310916628282,-0.04367909925296101,2020
Orestis Karnezis,1617,ITA-Serie A,Udinese,0.0,0.0,0.0009448540971634226,Watford,0.0,0.17907303370786515,-0.17907303370786515,2016
Oriol Romeu,1415,GER-Bundesliga,VfB Stuttgart,0.0,0.019708517933839806,0.007456272100654814,Southampton,0.05632040050062578,0.31126161827220983,-0.25494121777158407,2014
Ozan Kabak,1920,GER-Bundesliga,Schalke 04,0.20350480497456191,0.08566784593732076,0.015436195894241873,Liverpool,0.0,0.2962865420068475,-0.2962865420068475,2019
Pablo Fornals,1819,ESP-La Liga,Villarreal,0.18101367658889783,0.1417884220648632,0.19569099748886262,West Ham,0.28767123287671237,0.2476439430418931,0.04002728983481926,2018
Pablo Hernández,1718,ESP-La Liga,Celta Vigo,0.24848150193263388,0.07296481525113015,0.0872320263306618,Leeds,0.4466501240694789,0.29273784950272097,0.15391227456675793,2017
Pablo Sarabia,2021,FRA-Ligue 1,Paris Saint Germain,0.6917755572636434,0.44598914316349264,0.4309055129557184,Wolverhampton Wanderers,0.11421319796954314,0.12137768863683518,-0.007164490667292037,2020
Pape Sarr,2021,FRA-Ligue 1,Metz,0.17002518891687657,0.04490284327774189,0.023196196648050612,Tottenham,0.44999999999999996,0.2896913911398481,0.16030860886015186,2020
Pape Souaré,1415,FRA-Ligue 1,Lille,0.0,0.005187269393549079,0.023742807107454546,Crystal Palace,0.02983095790520384,0.18311291963377416,-0.1532819617285703,2014
Papy Djilobodji,1516,GER-Bundesliga,Werder Bremen,0.21428571428571427,0.16979359289897342,0.061384365295193026,Sunderland,0.0,0.1031452947917993,-0.1031452947917993,2015
Pascal Groß,1617,GER-Bundesliga,Ingolstadt,0.29626920263350404,0.1120159607421506,0.2537136681135349,Brighton,0.45317220543806647,0.19615613235585494,0.2570160730822115,2016
Patrick Cutrone,1819,ITA-Serie A,AC Milan,0.31960227272727276,0.21033264953240924,0.11263661756608849,Wolverhampton Wanderers,0.6185567010309279,0.2617392537948645,0.35681744723606335,2018
Patrick Cutrone,1920,ITA-Serie A,Fiorentina,0.5415162454873647,0.4677277588241798,0.15866763667886008,Wolverhampton Wanderers,0.0,0.16829491680659442,-0.16829491680659442,2019
Patrick Roberts,1819,ESP-La Liga,Girona,0.0,0.13307455139699534,0.057654074805904114,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018
Pau Torres,2223,ESP-La Liga,Villarreal,0.029459901800327332,0.06241224370226142,0.0334554412897597,Aston Villa,0.0729631130928253,0.3634443339960239,-0.2904812209031986,2022
Paul Pogba,1516,ITA-Serie A,Juventus,0.5966191581040768,0.21838765217866135,0.21181699693607975,Manchester United,0.3108211818879509,0.2630526412946497,0.047768540593301156,2015
Pedro,1415,ESP-La Liga,Barcelona,0.7091267235718977,0.46129551777910893,0.38020144047329324,Chelsea,0.39301310043668125,0.2633222656892074,0.12969083474747384,2014
Pedro Obiang,1415,ITA-Serie A,Sampdoria,0.12987012987012986,0.12766595497461303,0.08724551324357653,West Ham,0.08419083255378858,0.28154914596759056,-0.197358313413802,2014
Pedro Porro,1920,ESP-La Liga,Real Valladolid,0.0,0.0018124596283308552,0.01860444040309061,Tottenham,0.4679376083188908,0.2896913911398481,0.1782462171790427,2019
Philippe Coutinho,2021,ESP-La Liga,Barcelona,0.5397301349325337,0.5788570796062742,0.09172825435961204,Aston Villa,0.12,0.22527828494022026,-0.10527828494022026,2020
Pierre-Emerick Aubameyang,1617,GER-Bundesliga,Borussia Dortmund,1.066427289048474,0.9085278359761788,0.1454723231641566,Arsenal,1.1931818181818183,0.38859686762497314,0.8045849505568452,2016
Pierre-Emerick Aubameyang,1718,GER-Bundesliga,Borussia Dortmund,1.0133708655876144,0.8627988850562862,0.16202206726669005,Arsenal,0.8868613138686132,0.32469753988741334,0.5621637739811999,2017
Pierre-Emile Højbjerg,1516,GER-Bundesliga,Schalke 04,0.07075471698113207,0.08156866803853158,0.017357037516908265,Southampton,0.0,0.2131782945736434,-0.2131782945736434,2015
Pontus Jansson,1516,ITA-Serie A,Torino,0.14634146341463417,0.0487976346800967,0.006598697566404571,Brentford,0.12430939226519337,0.3086011732628274,-0.184291780997634,2015
Rachid Ghezzal,1718,FRA-Ligue 1,Monaco,0.45454545454545453,0.2140870007093657,0.2617142612791874,Leicester,0.12311901504787963,0.2264475444295815,-0.10332852938170188,2017
Ragnar Klavan,1516,GER-Bundesliga,Augsburg,0.0,0.021278935417420642,0.01342553563167384,Liverpool,0.0,0.40330263575738334,-0.40330263575738334,2015
Ralf Fährmann,1819,GER-Bundesliga,Schalke 04,0.0,0.0,0.0,Norwich,0.0,0.1360348364343038,-0.1360348364343038,2018
Raphael Varane,2021,ESP-La Liga,Real Madrid,0.06622516556291391,0.09033231329888303,0.005641596727936669,Manchester United,0.0,0.25831771321462044,-0.25831771321462044,2020
Raphinha,1920,FRA-Ligue 1,Rennes,0.42303172737955347,0.24272704219005642,0.25056870121806507,Leeds,0.5698607007176023,0.29273784950272097,0.27712285121488134,2019
Rasmus Højlund,2223,ITA-Serie A,Atalanta,0.5362946912242686,0.5015571605321322,0.09266282506448541,Manchester United,0.48868778280542985,0.2547634991173069,0.23392428368812296,2022
Rayan Ait Nouri,1920,FRA-Ligue 1,Angers,0.13921113689095127,0.016549517705241375,0.044640423470714806,Wolverhampton Wanderers,0.1272984441301273,0.16829491680659442,-0.04099647267646711,2019
Raúl Jiménez,1415,ESP-La Liga,Atletico Madrid,0.48387096774193544,0.44164468233864146,0.3392082176381542,Wolverhampton Wanderers,0.5727012408526885,0.2792520617294031,0.2934491791232854,2014
Reiss Nelson,1819,GER-Bundesliga,Hoffenheim,1.0310965630114566,0.474730435417395,0.12279081452522067,Arsenal,0.14492753623188406,0.23535979784326977,-0.0904322616113857,2018
Remo Freuler,2021,ITA-Serie A,Atalanta,0.16507703595011006,0.06638662487826012,0.13052671730944715,Nottingham Forest,0.0,0.1575310916628282,-0.1575310916628282,2020
Renan Lodi,2021,ESP-La Liga,Atletico Madrid,0.24324324324324323,0.05851713245784914,0.15258767923994643,Nottingham Forest,0.04025044722719141,0.1575310916628282,-0.11728064443563678,2020
Renato Sanches,1617,GER-Bundesliga,Bayern Munich,0.0,0.03716114614195272,0.01826113205196802,Swansea,0.0,0.14756911344137272,-0.14756911344137272,2016
Ricardo Pereira,1617,FRA-Ligue 1,Nice,0.26226323457989315,0.06549396673819,0.15028763833831618,Leicester,0.23010546500479387,0.2264475444295815,0.003657920575212359,2016
Roberto Firmino,1415,GER-Bundesliga,Hoffenheim,0.5237932214994865,0.2810648824631892,0.27729805408747726,Liverpool,0.7630922693266833,0.2962209389306125,0.46687133039607076,2014
Roberto Jiménez,1718,ESP-La Liga,Malaga,0.0,0.002022008904639412,0.0011322441072586676,West Ham,0.0,0.2476439430418931,-0.2476439430418931,2017
Roberto Pereyra,1516,ITA-Serie A,Juventus,0.11264080100125155,0.06912433604088533,0.26096482187724007,Watford,0.3448275862068966,0.18351577591757887,0.1613118102893177,2015
Robin Koch,1920,GER-Bundesliga,Freiburg,0.03323485967503693,0.139568294835259,0.0427821980159251,Leeds,0.0,0.29273784950272097,-0.29273784950272097,2019
Robin Olsen,1920,ITA-Serie A,Cagliari,0.0,0.0,0.0,Everton,0.0,0.20810118119010476,-0.20810118119010476,2019
Rodri,1819,ESP-La Liga,Atletico Madrid,0.1309090909090909,0.09181762338361957,0.04832843204790895,Manchester City,0.18086816720257234,0.4442637707250501,-0.2633956035224777,2018
Rodrigo,1920,ESP-La Liga,Valencia,0.5177824267782427,0.3403709795536419,0.2729509578857992,Leeds,0.6303501945525292,0.29273784950272097,0.3376123450498082,2019
Rodrigo Bentancur,2021,ITA-Serie A,Juventus,0.15384615384615385,0.02268692274362995,0.10301956992882949,Tottenham,0.4155672823218997,0.2896913911398481,0.1258758911820516,2020
Romain Faivre,2223,FRA-Ligue 1,Lorient,0.5263157894736842,0.16992099141996156,0.1588467917029272,Bournemouth,0.0,0.26250972258231786,-0.26250972258231786,2022
Romain Perraud,2021,FRA-Ligue 1,Brest,0.2866242038216561,0.07776569502701046,0.08966430207228016,Southampton,0.19543973941368079,0.17380204241948155,0.021637696994199235,2020
Romain Saiss,1516,FRA-Ligue 1,Angers,0.11556982343499196,0.07115897177202839,0.03493884875234306,Wolverhampton Wanderers,0.1588702559576346,0.2792520617294031,-0.12038180577176849,2015
Ron-Robert Zieler,1516,GER-Bundesliga,Hannover 96,0.0,0.0,0.0,Leicester,0.0,0.23464750026424266,-0.23464750026424266,2015
Roque Mesa,1617,ESP-La Liga,Las Palmas,0.08884501480750247,0.029200059908781446,0.06010198554709951,Swansea,0.0,0.14756911344137272,-0.14756911344137272,2016
Ross Barkley,2223,FRA-Ligue 1,Nice,0.5934065934065934,0.4550794312771369,0.24903501527240643,Luton,0.3083365055196041,0.23822451472784037,0.07011199079176375,2022
Ryan Babel,1617,ESP-La Liga,Deportivo La Coruna,0.8122743682310469,0.1992647291668808,0.037790708250571244,Fulham,0.5642633228840126,0.1501273009276872,0.4141360219563254,2016
Ryan Gravenberch,2223,GER-Bundesliga,Bayern Munich,0.0,0.13239224234585292,0.06223273539537496,Liverpool,0.08064516129032258,0.3963987304877259,-0.3157535691974033,2022
Ryan Sessegnon,2021,GER-Bundesliga,Hoffenheim,0.2871729419272495,0.044995808347479585,0.09167552585092485,Tottenham,0.2222222222222222,0.2896913911398481,-0.06746916891762589,2020
Rúnar Alex Rúnarsson,1920,FRA-Ligue 1,Dijon,0.0,0.0,0.0,Arsenal,0.0,0.2523936320888335,-0.2523936320888335,2019
Samir Nasri,1617,ESP-La Liga,Sevilla,0.24350649350649348,0.13910568893778247,0.19313546998256984,West Ham,0.7377049180327868,0.2535646796083147,0.4841402384244721,2016
Sandro Ramírez,1617,ESP-La Liga,Malaga,0.6591986212839294,0.242527087842215,0.11627051951616477,Everton,0.0,0.17062133072407043,-0.17062133072407043,2016
Sandro Tonali,2223,ITA-Serie A,AC Milan,0.2977941176470588,0.07758753023945783,0.2230082354919218,Newcastle United,0.20642201834862386,0.3429423459244533,-0.1365203275758294,2022
Santiago Bueno,2223,ESP-La Liga,Girona,0.02983095790520384,0.023289666633668975,0.029014985479616957,Wolverhampton Wanderers,0.0,0.24482109227871937,-0.24482109227871937,2022
Sasa Kalajdzic,2021,GER-Bundesliga,VfB Stuttgart,0.880708294501398,0.47131500222511025,0.13574703928961557,Wolverhampton Wanderers,0.0,0.12137768863683518,-0.12137768863683518,2020
Sasa Lukic,2021,ITA-Serie A,Torino,0.1275992438563327,0.08288995288875804,0.053843873912127006,Fulham,0.0,0.2651004329618851,-0.2651004329618851,2020
Sasa Lukic,2223,ITA-Serie A,Torino,0.1507537688442211,0.08970948844099763,0.10095774233528416,Fulham,0.08130081300813008,0.2523128679562658,-0.1710120549481357,2022
Sead Kolasinac,1617,GER-Bundesliga,Schalke 04,0.3474903474903475,0.1046629945979486,0.12349299577686892,Arsenal,0.25069637883008355,0.38859686762497314,-0.1379004887948896,2016
Sebastian Prödl,1415,GER-Bundesliga,Werder Bremen,0.2067777139574957,0.11622291571839934,0.05926436259443906,Watford,0.10146561443066515,0.15888300433317284,-0.05741738990250769,2014
Serge Aurier,1617,FRA-Ligue 1,Paris Saint Germain,0.14754098360655737,0.17135050443962951,0.15239552409983562,Tottenham,0.25139664804469275,0.35185783521809366,-0.10046118717340091,2016
Sergio Gómez,2021,ESP-La Liga,SD Huesca,0.12195121951219513,0.08941586708604564,0.10894962041298065,Manchester City,0.27607361963190186,0.42159503454737085,-0.145521414915469,2020
Sergio Reguilón,1920,ESP-La Liga,Sevilla,0.2151394422310757,0.08820638672051677,0.14684525422336334,Tottenham,0.1195748449955713,0.3576364892881825,-0.23806164429261117,2019
Sergio Rico,1718,ESP-La Liga,Sevilla,0.0,0.0,0.0,Fulham,0.0,0.1501273009276872,-0.1501273009276872,2017
Sergio Romero,1415,ITA-Serie A,Sampdoria,0.0,0.0,0.0,Manchester United,0.0,0.23960612691466082,-0.23960612691466082,2014
Seydou Doumbia,1415,ITA-Serie A,Roma,0.3339517625231911,0.14769112034692172,0.019163839131980734,Newcastle United,0.0,0.2490863286378313,-0.2490863286378313,2014
Shinji Okazaki,1415,GER-Bundesliga,Mainz 05,0.48439181916038754,0.3175254497352278,0.10571026985119504,Leicester,0.21377672209026127,0.38566279535442527,-0.171886073264164,2014
Shkodran Mustafi,1516,ESP-La Liga,Valencia,0.06711409395973154,0.05160039222030432,0.04013527528501597,Arsenal,0.158311345646438,0.3653666977239452,-0.2070553520775072,2015
Simone Zaza,1516,ITA-Serie A,Juventus,0.6998444790046656,0.3424540612829232,0.046251154248349205,West Ham,0.0,0.22743920304717255,-0.22743920304717255,2015
Sofiane Boufal,1516,FRA-Ligue 1,Lille,0.5742237345810293,0.12651871339988827,0.3189187098384816,Southampton,0.08256880733944955,0.2131782945736434,-0.13060948723419386,2015
Sofiane Boufal,1819,ESP-La Liga,Celta Vigo,0.2554399243140965,0.14947665331915175,0.154379251718789,Southampton,0.24128686327077745,0.24127877752086058,8.085749916869611e-06,2018
Sofiane Feghouli,1516,ESP-La Liga,Valencia,0.14365522745411013,0.20240965289645735,0.21685364291202708,West Ham,0.5222437137330754,0.22743920304717255,0.29480451068590285,2015
Sofyan Amrabat,2223,ITA-Serie A,Fiorentina,0.044642857142857144,0.017816472557439865,0.03613007737190596,Manchester United,0.0,0.2547634991173069,-0.2547634991173069,2022
Sokratis,1718,GER-Bundesliga,Borussia Dortmund,0.07575757575757576,0.044765932570126926,0.00836031066931107,Arsenal,0.12283894449499545,0.32469753988741334,-0.2018585953924179,2017
Son Heung-Min,1415,GER-Bundesliga,Bayer Leverkusen,0.5075921908893709,0.20835966215248738,0.10675964868928502,Tottenham,0.4054054054054054,0.38487428232033266,0.02053112308507271,2014
Stefan Ortega Moreno,2021,GER-Bundesliga,Arminia Bielefeld,0.029411764705882353,0.0,0.007527943974470391,Manchester City,0.0,0.42159503454737085,-0.42159503454737085,2020
Stefano Okaka,1415,ITA-Serie A,Sampdoria,0.22651006711409397,0.3037773620301308,0.09961952716299652,Watford,0.38257173219978746,0.18351577591757887,0.1990559562822086,2014
Stephan Lichtsteiner,1718,ITA-Serie A,Juventus,0.10404624277456648,0.003108698901628824,0.04065025806685404,Arsenal,0.0,0.32469753988741334,-0.32469753988741334,2017
Steve Mandanda,1516,FRA-Ligue 1,Marseille,0.0,0.0,0.0,Crystal Palace,0.0,0.22624309392265193,-0.22624309392265193,2015
Steve Mounie,1617,FRA-Ligue 1,Montpellier,0.5389221556886228,0.36851518466286604,0.0913909016824621,Huddersfield,0.38918918918918916,0.1310854604376798,0.25810372875150933,2016
Sven Botman,2021,FRA-Ligue 1,Lille,0.0,0.021920754270174106,0.006850995188081094,Newcastle United,0.0,0.3000851305334847,-0.3000851305334847,2020
Sébastien Haller,1819,GER-Bundesliga,Eintracht Frankfurt,0.9926470588235294,0.4723984111264786,0.30465346425497797,West Ham,0.3202846975088968,0.2476439430418931,0.07264075446700372,2018
Taiwo Awoniyi,2021,GER-Bundesliga,Union Berlin,0.4578488372093023,0.4260919239848505,0.0830012709470899,Nottingham Forest,0.6942496493688639,0.1575310916628282,0.5367185577060357,2020
Takehiro Tomiyasu,2021,ITA-Serie A,Bologna,0.0661521499448732,0.07560152997896322,0.014232555558327932,Arsenal,0.14240506329113925,0.4334823396083863,-0.291077276317247,2020
Tanguy NDombele Alvaro,1819,FRA-Ligue 1,Lyon,0.2674591381872214,0.06401750525144133,0.12447960532919392,Tottenham,0.3592814371257485,0.2632424787863204,0.0960389583394281,2018
Thiago Alcántara,1920,GER-Bundesliga,Bayern Munich,0.15228426395939088,0.1311088757126162,0.05568271285386255,Liverpool,0.0482573726541555,0.2962865420068475,-0.248029169352692,2019
Thiago Silva,1920,FRA-Ligue 1,Paris Saint Germain,0.0,0.012642043404290532,0.0,Chelsea,0.09287925696594426,0.2515188335358445,-0.15863957656990021,2019
Thilo Kehrer,2021,FRA-Ligue 1,Paris Saint Germain,0.0,0.0225423665221081,0.03238631633162053,West Ham,0.0807899461400359,0.1688197743018788,-0.0880298281618429,2020
Thomas Partey,1920,ESP-La Liga,Atletico Madrid,0.10613207547169812,0.06940247762271749,0.03693991222084975,Arsenal,0.11665586519766688,0.2523936320888335,-0.1357377668911666,2019
Thomas Strakosha,2021,ITA-Serie A,Lazio,0.0,0.0,0.0,Brentford,0.0,0.24097102397810435,-0.24097102397810435,2020
Tiemoué Bakayoko,1617,FRA-Ligue 1,Monaco,0.12162162162162161,0.07954895345343126,0.04206499480013106,Chelsea,0.16997167138810196,0.2718401486988848,-0.10186847731078283,2016
